icd_9,disease_name,valid
"114.1     ","Primary extrapulmonary coccidioidomycosis","1"
"114.1     ","Primary extrapulmonary coccidioidomycosisis","1"
"114.2     ","Coccidioidal meningitis","1"
"114.3     ","Coccidioidal granuloma","1"
"114.3     ","Disseminated coccidioidomycosis","1"
"114.3     ","Other forms of progressive coccidioidomycosis","1"
"114.4     ","Chronic pulmonary coccidioidomycosis","1"
"114.5     ","Pulmonary coccidioidomycosis, unspecified","1"
"114.9     ","Coccidioidomycosis NOS","1"
"114.9     ","Coccidioidomycosis, unspecified","1"
"114.9     ","Coccidioidosis","1"
"114.9     ","Infection by Coccidioides immitis","1"
"114.9     ","Posadas-Wernicke disease","1"
"114.9     ","Wernicke-Posadas disease","1"
"115       ","Histoplasmosis","0"
"115.0     ","American histoplasmosis","0"
"115.0     ","Cytomycosis, reticuloendothelial","0"
"115.0     ","Infection by Histoplasma capsulatum","0"
"115.0     ","Reticuloendothelial cytomycosis","0"
"115.0     ","Small form histoplasmosis","0"
"115.00    ","Darling's disease","1"
"115.00    ","Darling's histoplasmosis","1"
"115.01    ","American histoplasmosis with meningitis","1"
"115.02    ","American histoplasmosis with retinitis","1"
"115.03    ","American histoplasmosis with pericarditis","1"
"115.04    ","American histoplasmosis with endocarditis","1"
"115.05    ","American histoplasmosis with pneumonia","1"
"115.09    ","Histoplasma capsulatum infection with other specified manifestations","1"
"115.1     ","African histoplasmosis","0"
"115.1     ","Infection by Histoplasma duboisii","0"
"115.1     ","Large form histoplasmosis","0"
"115.10    ","Histoplasma duboisii infection without mention of manifestation","1"
"115.11    ","Histoplasma duboisii meningitis","1"
"115.12    ","Histoplasma duboisii retinitis","1"
"115.13    ","Histoplasma duboisii pericarditis","1"
"115.14    ","Histoplasma duboisii endocarditis","1"
"115.15    ","Histoplasma duboisii pneumonia","1"
"115.19    ","Histoplasma duboisii infection with other specified manifestations","1"
"115.9     ","Histoplasmosis NOS","0"
"115.9     ","Histoplasmosis, unspecified","0"
"115.90    ","Histoplasmosis, unspecified, without mention of manifestation","1"
"115.91    ","Histoplasmosis, unspecified, with meningitis","1"
"115.92    ","Histoplasmosis, unspecified, with retinitis","1"
"115.93    ","Histoplasmosis, unspecified, with pericarditis","1"
"115.94    ","Histoplasmosis, unspecified, with endocarditis","1"
"115.95    ","Histoplasmosis, unspecified, with pneumonia","1"
"115.99    ","Histoplasmosis, unspecified, with other specified manifestations","1"
"116       ","Blastomycosis NOS","0"
"116       ","Blastomycotic infection","0"
"116       ","Blastomycotic infection NOS","0"
"116       ","Infection by Blastomyces NOS","0"
"116.0     ","Balstomycosis, disseminated","1"
"116.0     ","Blastomycosis","1"
"116.0     ","Blastomycosis, cutaneous","1"
"116.0     ","Blastomycosis, pulmonary","1"
"116.0     ","Blastomycotic","1"
"116.0     ","Blastomycotic dermatitis","1"
"116.0     ","Chicago disease","1"
"116.0     ","Cutaneous blastomycosis","1"
"116.0     ","Disseminated blastomycosis","1"
"116.0     ","Gilchrist's disease","1"
"116.0     ","Infection by Blastomyces dermatitidis","1"
"116.0     ","North American blastomycosis","1"
"116.0     ","North American blastomycotic dermatitis","1"
"116.0     ","North American cutaneous blastomycosis","1"
"116.0     ","North American disseminated blastomycosis","1"
"116.0     ","North American ocular blastomycosis","1"
"116.0     ","North American primary pulmonary blastomycosis","1"
"116.0     ","North American pulmonary blastomycosis","1"
"116.0     ","North American urogenital blastomycosis","1"
"116.0     ","Primary pulmonary blastomycosis","1"
"116.1     ","Almeida's disease","1"
"116.1     ","Blastomycosis, Brazilian","1"
"116.1     ","Blastomycosis, South American","1"
"116.1     ","Brazilian blastomycosis","1"
"116.1     ","Brazillian blastomycosis","1"
"116.1     ","Infection by Blastomyces brasiliensis","1"
"116.1     ","Infection by Paracoccidioides brasiliensis","1"
"116.1     ","Lutz-Splendore-Almeida disease","1"
"116.1     ","Lutz-Splendore-de Almeida disease","1"
"116.1     ","Mucocutaneous-lymphangitic paracoccidioidomycosis","1"
"116.1     ","Paracoccidiodes braziliensis infection","1"
"116.1     ","Paracoccidioidomycosis","1"
"116.1     ","Pulmonary paracoccidioidomycosis","1"
"116.1     ","South American blastomycosis","1"
"116.1     ","South American cutaneous blastomycosis","1"
"116.1     ","South American disseminated blastomycosis","1"
"116.1     ","South American lymphatic blastomycosis","1"
"116.1     ","South American oral blastomycosis","1"
"116.1     ","South American visceral blastomycosis","1"
"116.1     ","Visceral paracoccidiodomycosis","1"
"116.1     ","Visceral paracoccidioidomycosis","1"
"116.2     ","Blastomycosis, keloidal","1"
"116.2     ","Infection by Loboa loboii","1"
"116.2     ","Infection by Paracoccidioides loboii","1"
"116.2     ","Keloidal blastomycosis","1"
"116.2     ","Lobo's blastomycosis","1"
"116.2     ","Lobo's disease","1"
"116.2     ","Lobomycosis","1"
"117       ","Other mycoses","0"
"117.0     ","Infection by Rhinosporidium seeberi","1"
"117.0     ","Rhinosporidiosis","1"
"117.0     ","Rhinosporosis","1"
"117.1     ","Beurmann's disease","1"
"117.1     ","Cutaneous sporotrichosis","1"
"117.1     ","De Beurmann-Gougerot disease","1"
"117.1     ","Disseminated sporotrichosis","1"
"117.1     ","Infection by Sporothrix schenkii","1"
"117.1     ","Lymphocutaneous sporotrichosis","1"
"117.1     ","Pulmonary sporotrichosis","1"
"117.1     ","Schenck's disease","1"
"117.1     ","Sporotrichosis","1"
"117.1     ","Sporotrichosis of bone","1"
"117.1     ","Sporotrichosis of the bones","1"
"117.1     ","Sporotrichosis, cutaneous","1"
"117.1     ","Sporotrichosis, disseminated","1"
"117.1     ","Sporotrichosis, pulmonary","1"
"117.1     ","Sporotrichum schenckii infection","1"
"117.2     ","Chromoblastomycosis","1"
"117.2     ","Chromomycosis","1"
"117.2     ","Cutaneous chromomycosis","1"
"117.2     ","Infection by Acrotheca aquaspersa","1"
"117.2     ","Infection by Cladosporium carrionii","1"
"117.2     ","Infection by Fonsecaea compacta","1"
"117.2     ","Infection by Fonsecaea pedrosoi","1"
"117.2     ","Infection by Phialophora verrucosa","1"
"117.2     ","Mossy foot disease","1"
"117.2     ","Systemic chromomycosis","1"
"117.3     ","Aspergilloma","1"
"117.3     ","Aspergillosis","1"
"117.3     ","Aspergillosis NOS","1"
"117.3     ","Aspergillus","1"
"117.3     ","Bronchoaspergillosis","1"
"117.3     ","Disseminated aspergillosis","1"
"117.3     ","Hong Kong ear","1"
"117.3     ","Infection by Aspergillus clavatus","1"
"117.3     ","Infection by Aspergillus flavus","1"
"117.3     ","Infection by Aspergillus fumigatus","1"
"117.3     ","Infection by Aspergillus nidulans","1"
"117.3     ","Infection by Aspergillus niger","1"
"117.3     ","Invasive pulmonary aspergillosis","1"
"117.3     ","Penicilliosis of lung","1"
"117.3     ","Pulmonary aspergillosis","1"
"117.4     ","Eumycetoma","1"
"117.4     ","Infection by Acremonium falciforme","1"
"117.4     ","Infection by Ascomycetes","1"
"117.4     ","Infection by Cephalosporium falciforme","1"
"117.4     ","Infection by Cephalosporium recifei","1"
"117.4     ","Infection by Deuteromycetes","1"
"117.4     ","Infection by Leptosphaeria senegalensis","1"
"117.4     ","Infection by Madurella grisea","1"
"117.4     ","Infection by Madurella mycetomii","1"
"117.4     ","Infection by Neotestudina rosatii","1"
"117.4     ","Infection by Pyrenochaeta romeroi","1"
"117.4     ","Madura foot, mycotic","1"
"117.4     ","Maduromycosis, mycotic","1"
"117.4     ","Mycetoma, mycotic","1"
"117.4     ","Mycotic madura foot","1"
"117.4     ","Mycotic maduromycosis","1"
"117.4     ","Mycotic mycetoma","1"
"117.4     ","Mycotic mycetomas","1"
"117.5     ","Busse-Buschke disease","1"
"117.5     ","Busse-Buschke's disease","1"
"117.5     ","Cryptococcosis","1"
"117.5     ","Cryptococcosis NOS","1"
"117.5     ","Cryptococcus","1"
"117.5     ","Disseminated cryptococcosis","1"
"117.5     ","European blastomycosis","1"
"117.5     ","Infection by Cryptococcus neoformans","1"
"117.5     ","Mucocutaneous cryptococcosis","1"
"117.5     ","Neoformans cryptococcus infection","1"
"117.5     ","Osseous cryptococcosis","1"
"117.5     ","Pulmonary cryptococcosis","1"
"117.5     ","Systemic cryptococcosis","1"
"117.5     ","Torula","1"
"117.5     ","Torula, torular","1"
"117.5     ","Torular, torula","1"
"117.5     ","Torulosis","1"
"117.6     ","Allescheriasis","1"
"117.6     ","Allescheriosis","1"
"117.6     ","Allescheriosis [Petriellidosis]","1"
"117.6     ","Infection by Allescheria boydii","1"
"117.6     ","Infection by Monosporium apiospermum","1"
"117.6     ","Infection by Petriellidium boydii","1"
"117.6     ","Petrellidosis","1"
"117.6     ","Petriellidosis","1"
"117.7     ","Infection by Absidia NOS","1"
"117.7     ","Infection by Basidiobolus NOS","1"
"117.7     ","Infection by Conidiobolus NOS","1"
"117.7     ","Infection by Cunninghamella NOS","1"
"117.7     ","Infection by Entomophthora NOS","1"
"117.7     ","Infection by Mucor NOS","1"
"117.7     ","Infection by Rhizopus NOS","1"
"117.7     ","Infection by Saksenaea NOS","1"
"117.7     ","Mucormycosis","1"
"117.7     ","Phycomycosis","1"
"117.7     ","Rhinophycomycosis due to Entomophthora coronata","1"
"117.7     ","Subcutaneous phycomycosis due to Basidiobolus NOS","1"
"117.7     ","Zygomycosis","1"
"117.7     ","Zygomycosis [Phycomycosis or Mucormycosis]","1"
"117.8     ","Cladosporiosis","1"
"117.8     ","Infection by Cladosporium trichoides","1"
"117.8     ","Infection by dematiaceous fungi NOS","1"
"117.8     ","Infection by dematiacious fungi [Phaehyphomycosis]","1"
"117.8     ","Infection by Drechlera hawaiiensis","1"
"117.8     ","Infection by Phialophora gougerotii","1"
"117.8     ","Infection by Phialophora jeanselmei","1"
"117.8     ","Phaehyphomycosis","1"
"117.8     ","Phaeohyphomycosis NOS","1"
"117.9     ","Bronchohemisporosis","1"
"117.9     ","Disease caused by fungus NOS","1"
"117.9     ","Fungal infection NOS","1"
"117.9     ","Fungal infectious disease NOS","1"
"117.9     ","Fungemia","1"
"117.9     ","Fungus infection NOS","1"
"117.9     ","Geotrichosis","1"
"117.9     ","Giovannini's disease","1"
"117.9     ","Hemisporosis","1"
"117.9     ","Infection by Geotrichum candidum","1"
"117.9     ","Infection by Geotrichum NOS","1"
"117.9     ","Mold","1"
"117.9     ","Mould","1"
"117.9     ","Mycelium infection","1"
"117.9     ","Mycoses, other and unspecified","1"
"117.9     ","Mycosis NOS","1"
"117.9     ","Mycosis, mycotic","1"
"117.9     ","Mycotic pericarditis NOS","1"
"117.9     ","Mycotic, mycosis","1"
"117.9     ","Other and unspecified mycoses","1"
"117.9     ","Pneumomycosis","1"
"118       ","Alternaria","1"
"118       ","Dreschlera","1"
"118       ","Fusarium","1"
"118       ","Mycoses, opportunistic","1"
"118       ","Opportunistic mycoses","1"
"120       ","Schistosomiasis [bilharziasis]","0"
"120.0     ","Schistosoma haematobium","1"
"120.0     ","Schistosoma hematobium infection","1"
"120.0     ","Vesical schistosomiasis","1"
"120.1     ","Egyptian splenomegaly","1"
"120.1     ","Intestinal schistosomiasis","1"
"120.1     ","Schistosoma mansoni","1"
"120.1     ","Schistosoma mansonii infection","1"
"120.2     ","Asiatic schistosomiasis","1"
"120.2     ","Cardiopulmonary schistosomiasis","1"
"120.2     ","Katamaya fever","1"
"120.2     ","Katamaya syndrome","1"
"120.2     ","Katayama disease","1"
"120.2     ","Katayama fever","1"
"120.2     ","Pulmonary schistosomiasis","1"
"120.2     ","Schistosoma japonicum","1"
"120.2     ","Schistosoma japonicum infection","1"
"120.3     ","Cercarial dermatitis","1"
"120.3     ","Cercarial dermatitis of freshwater avian type","1"
"120.3     ","Cercarial dermatitis of freshwater mammalian type","1"
"120.3     ","Cercarial dermatitis of sea water avian type","1"
"120.3     ","Clam digger's itch","1"
"120.3     ","Cutaneous schistosomiasis","1"
"120.3     ","Infection by cercariae of schistosoma","1"
"120.3     ","Marine dermatitis","1"
"120.3     ","Schistosome dermatitis","1"
"120.3     ","Sea bather's eruption","1"
"120.3     ","Swimmer's itch","1"
"120.8     ","Infection by other schistosoma","1"
"120.8     ","Infection by Schistosoma bovis","1"
"120.8     ","Infection by Schistosoma chestermani","1"
"120.8     ","Infection by Schistosoma intercalatum","1"
"120.8     ","Infection by Schistosoma mattheii","1"
"120.8     ","Infection by Schistosoma spindale","1"
"120.8     ","Other specified schistosomiasis","1"
"120.9     ","Biharziasis","1"
"120.9     ","Bilharziasis","1"
"120.9     ","Blood flukes NOS","1"
"120.9     ","Hemic distomiasis","1"
"120.9     ","Infection by Schistosoma NOS","1"
"120.9     ","Schistosomiasis","1"
"120.9     ","Schistosomiasis, unspecified","1"
"120.9     ","Schistosomosis","1"
"121       ","Other trematode infections","0"
"121.0     ","Cat liver fluke infection","1"
"121.0     ","Infection by Opisthorchis felineus","1"
"121.0     ","Infection by Opisthorchis tenuicollis","1"
"121.0     ","Infection by Opisthorchis viverrini","1"
"121.0     ","Liver fluke infection, cat","1"
"121.0     ","Opisthorchiasis","1"
"121.0     ","Opisthorchiosis","1"
"121.1     ","Chinese liver fluke disease","1"
"121.1     ","Clonorchiasis","1"
"121.1     ","Clonorchiasis with biliary cirrhosis","1"
"121.1     ","Clonorchiosis","1"
"121.1     ","Clonorchis infection, liver","1"
"121.1     ","Hepatic distomiasis due to Clonorchis sinensis","1"
"121.1     ","Infection by Gnathostoma spinigerum","1"
"121.1     ","Liver clonorchis infection","1"
"121.1     ","Liver fluke infection, Chinese","1"
"121.1     ","Liver fluke infection, Oriental","1"
"121.1     ","Oriental liver fluke disease","1"
"121.2     ","Infection by Paragonimus NOS","1"
"121.2     ","Infection by Paragonimus westermanii","1"
"121.2     ","Lung fluke disease","1"
"121.2     ","Oriental lung fluke disease","1"
"121.2     ","Paragonimiasis","1"
"121.2     ","Paragonimosis","1"
"121.2     ","Pulmonary distomiasis","1"
"121.3     ","Distoma hepaticum infestation","1"
"121.3     ","Fasciola gigantica infection","1"
"121.3     ","Fasciola hepatica infection","1"
"121.3     ","Fasciola hepatica infestation","1"
"121.3     ","Fascioliasis","1"
"121.3     ","Fasciolosis","1"
"121.3     ","Infection by Fasciola NOS","1"
"121.3     ","Liver fluke infection NOS","1"
"121.3     ","Liver fluke infection, sheep","1"
"121.3     ","Liver flukes NOS","1"
"121.3     ","Sheep liver fluke infection","1"
"121.4     ","Fasciolopsiasis","1"
"121.4     ","Fasciolopsiosis","1"
"121.4     ","Fasciolopsis","1"
"121.4     ","Giant intestinal fluke infection","1"
"121.4     ","Infection by Fasciolopsis buski","1"
"121.4     ","Intestinal distomiasis","1"
"121.5     ","Infection by Metagonimus yokogawai","1"
"121.5     ","Metagonimiasis","1"
"121.5     ","Metagonimus infestation","1"
"121.6     ","Heterophyiasis","1"
"121.6     ","Heterophyosis","1"
"121.6     ","Infection by Heterophyes heterophyes","1"
"121.6     ","Infection by Stellantchasmus falcatus","1"
"121.8     ","Dicroceliasis","1"
"121.8     ","Dicrocoeliasis","1"
"121.8     ","Dicrocoeliosis","1"
"121.8     ","Echinostomiasis","1"
"121.8     ","Echinostomosis","1"
"121.8     ","Gastrodisciasis","1"
"121.8     ","Gastrodiscoidiasis","1"
"121.8     ","Infection by Dicrocoelium dendriticum","1"
"121.8     ","Infection by Echinochasmus perfoliatus","1"
"121.8     ","Infection by Echinostoma ilocanum","1"
"121.8     ","Infection by Echinostoma lindoense","1"
"121.8     ","Infection by Gastrodiscoides hominis","1"
"121.8     ","Trematode infection, other, specified","1"
"121.9     ","Distomiasis","1"
"121.9     ","Distomiasis NOS","1"
"121.9     ","Fluke disease NOS","1"
"121.9     ","Flukes","1"
"121.9     ","Infection by Trematode NOS","1"
"121.9     ","Trematode infection NOS","1"
"121.9     ","Trematode infection, unspecified","1"
"121.9     ","Trematode infestation","1"
"121.9     ","Trematodiasis","1"
"121.9     ","Trematodosis","1"
"122       ","Echinococcosis","0"
"122.0     ","Echinococcus granulosus infection of liver","1"
"122.1     ","Echinococcus granulosus infection of lung","1"
"122.2     ","Echinococcus granulosus infection of thyroid","1"
"122.3     ","Echinococcus granulosus infection of other site","1"
"122.3     ","Echinococcus granulosus infection, other","1"
"122.4     ","Echinococcus granulosus infection","1"
"122.4     ","Echinococcus granulosus infection, unspecified","1"
"122.4     ","Unilocular hydatid disease","1"
"122.5     ","Echinococcus multilocularis infection of liver","1"
"122.6     ","Echinococcus multilocularis infection of other site","1"
"122.6     ","Echinococcus multilocularis infection, other","1"
"122.7     ","Alveolar hydatid disease","1"
"122.7     ","Echinococcus multilocularis infection","1"
"122.7     ","Echinococcus multilocularis infection, unspecified","1"
"122.8     ","Echinococcosis of liver NOS","1"
"122.8     ","Echinococcosis, unspecified, of liver","1"
"122.9     ","Echinococciasis","1"
"122.9     ","Echinococcosis NOS","1"
"122.9     ","Echinococcosis, other and unspecified","1"
"122.9     ","Echinococcus","1"
"122.9     ","Hydatid disease","1"
"122.9     ","Hydatidosis","1"
"123       ","Other cestode infection","0"
"123.0     ","Infection by Taenia solium","1"
