hcfa_icd_9,hcfa_disease_name,hcfa_valid
"365.4","GLAUCOM W CONGEN ANOMALY",0
"365.41","GLAUC W CHAMB ANGLE ANOM",65535
"365.42","GLAUCOMA W IRIS ANOMALY",65535
"365.43","GLAUC W ANT SEG ANOM NEC",65535
"365.44","GLAUCOMA W SYSTEMIC SYND",65535
"365.5","GLAUCOMA W LENS DISORDER",0
"365.51","PHACOLYTIC GLAUCOMA",65535
"365.52","PSEUDOEXFOLIAT GLAUCOMA",65535
"365.59","GLAUCOMA W LENS DIS NEC",65535
"365.6","GLAUC W OCULAR DIS NEC*",0
"365.60","GLAUC W OCULAR DIS NOS",65535
"365.61","GLAUC W PUPILLARY BLOCK",65535
"365.62","GLAUCOMA W OCULAR INFLAM",65535
"365.63","GLAUCOMA W VASCULAR DIS",65535
"365.64","GLAUCOMA W TUMOR OR CYST",65535
"365.65","GLAUCOMA W OCULAR TRAUMA",65535
"365.8","OTHER GLAUCOMA*",0
"365.81","HYPERSECRETION GLAUCOMA",65535
"365.82","GLAUC W INC EPISCL PRESS",65535
"365.83","AQUEOUS MISDIRECTION",65535
"365.89","GLAUCOMA NEC",65535
"365.9","GLAUCOMA NOS",65535
"366","CATARACT*",0
"366.0","NONSENILE CATARACT*",0
"366.00","NONSENILE CATARACT NOS",65535
"366.01","ANT SUBCAPS POL CATARACT",65535
"366.02","POST SUBCAPS POL CATARCT",65535
"366.03","CORTICAL CATARACT",65535
"366.04","NUCLEAR CATARACT",65535
"366.09","NONSENILE CATARACT NEC",65535
"366.1","SENILE CATARACT*",0
"366.10","SENILE CATARACT NOS",65535
"366.11","PSEUDOEXFOL LENS CAPSULE",65535
"366.12","INCIPIENT CATARACT",65535
"366.13","ANT SUBCAPS SENILE CATAR",65535
"366.14","POST SUBCAP SENILE CATAR",65535
"366.15","CORTICAL SENILE CATARACT",65535
"366.16","SENILE NUCLEAR CATARACT",65535
"366.17","MATURE CATARACT",65535
"366.18","HYPERMATURE CATARACT",65535
"366.19","SENILE CATARACT NEC",65535
"366.2","TRAUMATIC CATARACT*",0
"366.20","TRAUMATIC CATARACT NOS",65535
"366.21","LOCAL TRAUMATIC OPACITY",65535
"366.22","TOTAL TRAUMATIC CATARACT",65535
"366.23","PART RESOLV TRAUM CATAR",65535
"366.3","COMPLICATED CATARACT*",0
"366.30","CATARACTA COMPLICATA NOS",65535
"366.31","GLAUCOMATOUS FLECKS",65535
"366.32","CATARACT IN INFLAM DIS",65535
"366.33","CATARACT W NEOVASCULIZAT",65535
"366.34","CATARACT IN DEGEN DIS",65535
"366.4","CATARACT W OTH DISORDER*",0
"366.41","DIABETIC CATARACT",65535
"366.42","TETANIC CATARACT",65535
"366.43","MYOTONIC CATARACT",65535
"366.44","CATARACT W SYNDROME NEC",65535
"366.45","TOXIC CATARACT",65535
"366.46","CATARACT W RADIATION",65535
"366.5","AFTER-CATARACT*",0
"366.50","AFTER-CATARACT NOS",65535
"366.51","SOEMMERING'S RING",65535
"366.52","AFTER-CATARACT NEC",65535
"366.53","AFTR-CATAR OBSCUR VISION",65535
"366.8","CATARACT NEC",65535
"366.9","CATARACT NOS",65535
"367","DISORDERS OF REFRACTION*",0
"367.0","HYPERMETROPIA",65535
"367.1","MYOPIA",65535
"367.2","ASTIGMATISM*",0
"367.20","ASTIGMATISM NOS",65535
"367.21","REGULAR ASTIGMATISM",65535
"367.22","IRREGULAR ASTIGMATISM",65535
"367.3","ANISOMETROP/ANISEIKONIA*",0
"367.31","ANISOMETROPIA",65535
"367.32","ANISEIKONIA",65535
"367.4","PRESBYOPIA",65535
"367.5","ACCOMMODATION DISORDERS*",0
"367.51","PARESIS OF ACCOMMODATION",65535
"367.52","TOT INTERN OPHTHALMOPLEG",65535
"367.53","SPASM OF ACCOMMODATION",65535
"367.8","REFRACTION DISORDER NEC*",0
"367.81","TRANSIENT REFRACT CHANGE",65535
"367.89","REFRACTION DISORDER NEC",65535
"367.9","REFRACTION DISORDER NOS",65535
"368","VISUAL DISTURBANCES*",0
"368.0","AMBLYOPIA EX ANOPSIA*",0
"368.00","AMBLYOPIA NOS",65535
"368.01","STRABISMIC AMBLYOPIA",65535
"368.02","DEPRIVATION AMBLYOPIA",65535
"368.03","REFRACTIVE AMBLYOPIA",65535
"368.1","SUBJECTVE VISUAL DISTURB",0
"368.10","SUBJ VISUAL DISTURB NOS",65535
"368.11","SUDDEN VISUAL LOSS",65535
"368.12","TRANSIENT VISUAL LOSS",65535
"368.13","VISUAL DISCOMFORT",65535
"368.14","DISTORTION OF SHAPE/SIZE",65535
"368.15","VISUAL DISTORTIONS NEC",65535
"368.16","PSYCHOPHYSIC VISUAL DIST",65535
"368.2","DIPLOPIA",65535
"368.3","BINOCULAR VISION DIS NEC",0
"368.30","BINOCULAR VISION DIS NOS",65535
"368.31","BINOCULAR VIS SUPPRESS",65535
"368.32","VISUAL PERCEPT W/O FUSN",65535
"368.33","FUSION W DEF STEREOPSIS",65535
"368.34","ABN RETINA CORRESPOND",65535
"368.4","VISUAL FIELD DEFECTS*",0
"368.40","VISUAL FIELD DEFECT NOS",65535
"368.41","CENTRAL SCOTOMA",65535
"368.42","SCOTOMA OF BLIND SPOT",65535
"368.43","SECTOR OR ARCUATE DEFECT",65535
"368.44","VISUAL FIELD DEFECT NEC",65535
"368.45","GEN VISUAL CONTRACTION",65535
"368.46","HOMONYMOUS HEMIANOPSIA",65535
"368.47","HETERONYMOUS HEMIANOPSIA",65535
"368.5","COLOR VISION DEFICIENCY*",0
"368.51","PROTAN DEFECT",65535
"368.52","DEUTAN DEFECT",65535
"368.53","TRITAN DEFECT",65535
"368.54","ACHROMATOPSIA",65535
"368.55","ACQ COLOR DEFICIENCY",65535
"368.59","COLOR DEFICIENCY NEC",65535
"368.6","NIGHT BLINDNESS*",0
"368.60","NIGHT BLINDNESS NOS",65535
"368.61","CONGEN NIGHT BLINDNESS",65535
"368.62","ACQUIRED NIGHT BLINDNESS",65535
"368.63","ABN DARK ADAPTAT CURVE",65535
"368.69","NIGHT BLINDNESS NEC",65535
"368.8","VISUAL DISTURBANCES NEC",65535
"368.9","VISUAL DISTURBANCE NOS",65535
"369","BLINDNESS AND LOW VISION",0
"369.0","PROFOUND BLIND BOTH EYES",0
"369.00","BOTH EYES BLIND-WHO DEF",65535
"369.01","TOT IMPAIRMENT-BOTH EYES",65535
"369.02","ONE EYE-NEAR TOT/OTH-NOS",65535
"369.03","ONE EYE-NEAR TOT/OTH-TOT",65535
"369.04","NEAR-TOT IMPAIR-BOTH EYE",65535
"369.05","ONE EYE-PROFOUND/OTH-NOS",65535
"369.06","ONE EYE-PROFOUND/OTH-TOT",65535
"369.07","ONE EYE-PRFND/OTH-NR TOT",65535
"369.08","PROFOUND IMPAIR BOTH EYE",65535
"369.1","MOD/SEV W PROFND IMPAIR*",0
"369.10","BLINDNESS/LOW VISION",65535
"369.11","1 EYE-SEV/OTH-BLIND NOS",65535
"369.12","ONE EYE-SEVERE/OTH-TOTAL",65535
"369.13","ONE EYE-SEV/OTH-NEAR TOT",65535
"369.14","ONE EYE-SEV/OTH-PRFND",65535
"369.15","ONE EYE-MOD/OTH-BLIND",65535
"369.16","ONE EYE-MODERATE/OTH-TOT",65535
"369.17","ONE EYE-MOD/OTH-NEAR TOT",65535
"369.18","ONE EYE-MOD/OTH-PROFOUND",65535
"369.2","MOD/SEV IMPAIR-BOTH EYES",0
"369.20","LOW VISION, 2 EYES NOS",65535
"369.21","ONE EYE-SEVERE/OTH-NOS",65535
"369.22","SEVERE IMPAIR-BOTH EYES",65535
"369.23","ONE EYE-MODERATE/OTH-NOS",65535
"369.24","ONE EYE-MODERATE/OTH-SEV",65535
"369.25","MODERATE IMPAIR-BOTH EYE",65535
"369.3","BLINDNESS NOS, BOTH EYES",65535
"369.4","LEGAL BLINDNESS-USA DEF",65535
"369.6","PROFOUND IMPAIR-ONE EYE*",0
"369.60","BLINDNESS, ONE EYE",65535
"369.61","ONE EYE-TOTAL/OTH-UNKNWN",65535
"369.62","ONE EYE-TOT/OTH-NEAR NOR",65535
"369.63","ONE EYE-TOTAL/OTH-NORMAL",65535
"369.64","ONE EYE-NEAR TOT/OTH-NOS",65535
"369.65","NEAR-TOT IMP/NEAR-NORMAL",65535
"369.66","NEAR-TOTAL IMPAIR/NORMAL",65535
"369.67","ONE EYE-PRFOUND/OTH-UNKN",65535
"369.68","PROFND IMPAIR/NEAR NORM",65535
"369.69","PROFOUND IMPAIR/NORMAL",65535
"369.7","MOD/SEVERE IMPAIR, 1 EYE",0
"369.70","LOW VISION, ONE EYE",65535
"369.71","ONE EYE-SEVERE/OTH-UNKNW",65535
"369.72","ONE EYE-SEV/OTH-NR NORM",65535
"369.73","ONE EYE-SEVERE/OTH-NORM",65535
"369.74","ONE EYE-MOD/OTHER-UNKNWN",65535
"369.75","ONE EYE-MOD/OTH-NR NORM",65535
"369.76","ONE EYE-MOD/OTH NORMAL",65535
"369.8","VISUAL LOSS, ONE EYE NOS",65535
"369.9","VISUAL LOSS NOS",65535
"370","KERATITIS*",0
"370.0","CORNEAL ULCER*",0
"370.00","CORNEAL ULCER NOS",65535
"370.01","MARGINAL CORNEAL ULCER",65535
"370.02","RING CORNEAL ULCER",65535
"370.03","CENTRAL CORNEAL ULCER",65535
"370.04","HYPOPYON ULCER",65535
"370.05","MYCOTIC CORNEAL ULCER",65535
"370.06","PERFORATED CORNEAL ULCER",65535
"370.07","MOOREN'S ULCER",65535
"370.2","SUPERFICIAL KERATITIS*",0
"370.20","SUPERFIC KERATITIS NOS",65535
"370.21","PUNCTATE KERATITIS",65535
"370.22","MACULAR KERATITIS",65535
"370.23","FILAMENTARY KERATITIS",65535
"370.24","PHOTOKERATITIS",65535
"370.3","SPEC TYPE KERATOCONJUNCT",0
"370.31","PHLYCTEN KERATOCONJUNCT",65535
"370.32","LIMBAR KERATOCONJUNCTIV",65535
"370.33","KERATOCONJUNCTIVIT SICCA",65535
"370.34","EXPSURE KERATOCONJUNCTIV",65535
"370.35","NEUROTROPH KERATOCONJUNC",65535
"370.4","KERATOCONJUNCTIV NEC/NOS",0
"370.40","KERATOCONJUNCTIVITIS NOS",65535
"370.44","KERATITIS IN EXANTHEMA",65535
"370.49","KERATOCONJUNCTIVITIS NEC",65535
"370.5","INTERSTITIAL KERATITIS*",0
"370.50","INTERSTIT KERATITIS NOS",65535
"370.52","DIFFUS INTERSTIT KERATIT",65535
"370.54","SCLEROSING KERATITIS",65535
"370.55","CORNEAL ABSCESS",65535
"370.59","INTERSTIT KERATITIS NEC",65535
"370.6","CORNEAL NEOVASCULARIZAT*",0
"370.60","CORNEA NEOVASCULARIZ NOS",65535
"370.61","LOCAL VASCULARIZA CORNEA",65535
"370.62","CORNEAL PANNUS",65535
"370.63","DEEP VASCULARIZA CORNEA",65535
"370.64","CORNEAL GHOST VESSELS",65535
"370.8","KERATITIS NEC",65535
"370.9","KERATITIS NOS",65535
"371","CORNEAL OPACITY/DISORDER",0
"371.0","CORNEAL SCARS/OPACITIES*",0
"371.00","CORNEAL OPACITY NOS",65535
"371.01","MINOR OPACITY OF CORNEA",65535
"371.02","PERIPH OPACITY OF CORNEA",65535
"371.03","CENTRAL OPACITY, CORNEA",65535
"371.04","ADHERENT LEUCOMA",65535
"371.05","PHTHISICAL CORNEA",65535
"371.1","CORNEAL PIGMENTATIONS*",0
"371.10","CORNEAL DEPOSIT NOS",65535
"371.11","ANT CORNEA PIGMENTATION",65535
"371.12","STROMAL CORNEA PIGMENT",65535
"371.13","POST CORNEA PIGMENTATION",65535
"371.14","KAYSER-FLEISCHER RING",65535
"371.15","OTH DEPOSIT W METAB DIS",65535
"371.16","ARGENTOUS CORNEA DEPOSIT",65535
"371.2","CORNEAL EDEMA*",0
"371.20","CORNEAL EDEMA NOS",65535
"371.21","IDIOPATHIC CORNEAL EDEMA",65535
"371.22","SECONDARY CORNEAL EDEMA",65535
"371.23","BULLOUS KERATOPATHY",65535
"371.24","EDEMA D/T CONTACT LENS",65535
"371.3","CORNEAL MEMBRANE CHANGES",0
"371.30","CORNEA MEMB CHANGE NOS",65535
"371.31","FOLD OF BOWMAN MEMBRANE",65535
"371.32","FOLD IN DESCEMET MEMBRAN",65535
"371.33","RUPTURE DESCEMET MEMBRAN",65535
"371.4","CORNEAL DEGENERATIONS*",0
"371.40","CORNEAL DEGENERATION NOS",65535
"371.41","SENILE CORNEAL CHANGES",65535
"371.42","RECURRENT CORNEA EROSION",65535
"371.43","BAND-SHAPED KERATOPATHY",65535
"371.44","CALCER CORNEA DEGEN NEC",65535
"371.45","KERATOMALACIA NOS",65535
"371.46","NODULAR CORNEA DEGEN",65535
"371.48","PERIPHERAL CORNEA DEGEN",65535
"371.49","CORNEA DEGENERATION NEC",65535
"371.5","HERED CORNEA DYSTROPHY*",0
"371.50","CORNEAL DYSTROPHY NOS",65535
"371.51","JUV EPITH CORNEA DYSTRPH",65535
"371.52","ANT CORNEA DYSTROPHY NEC",65535
"371.53","GRANULAR CORNEA DYSTRPHY",65535
"371.54","LATTICE CORNEA DYSTROPHY",65535
"371.55","MACULAR CORNEA DYSTROPHY",65535
"371.56","STROM CORNEA DYSTRPH NEC",65535
"371.57","ENDOTHEL CORNEA DYSTRPHY",65535
"371.58","POST CORNEA DYSTRPHY NEC",65535
"371.6","KERATOCONUS*",0
"371.60","KERATOCONUS NOS",65535
"371.61","KERATOCONUS, STABLE",65535
"371.62","KERATOCONUS, AC HYDROPS",65535
"371.7","CORNEAL DEFORMITIES NEC*",0
"371.70","CORNEAL DEFORMITY NOS",65535
"371.71","CORNEAL ECTASIA",65535
"371.72","DESCEMETOCELE",65535
"371.73","CORNEAL STAPHYLOMA",65535
"371.8","OTHER CORNEAL DISORDERS*",0
"371.81","CORNEAL ANESTHESIA",65535
"371.82","CORNEAL DSDR CONTCT LENS",65535
"371.89","CORNEAL DISORDER NEC",65535
"371.9","CORNEAL DISORDER NOS",65535
"372","DISORDERS OF CONJUNCTIVA",0
"372.0","ACUTE CONJUNCTIVITIS*",0
"372.00","ACUTE CONJUNCTIVITIS NOS",65535
"372.01","SEROUS CONJUNCTIVITIS",65535
"372.02","AC FOLLIC CONJUNCTIVITIS",65535
"372.03","MUCOPUR CONJUNCTIVIT NEC",65535
"372.04","PSEUDOMEMB CONJUNCTIVIT",65535
"372.05","AC ATOPIC CONJUNCTIVITIS",65535
"372.1","CHRONIC CONJUNCTIVITIS*",0
"372.10","CHR CONJUNCTIVITIS NOS",65535
"372.11","SIMPL CHR CONJUNCTIVITIS",65535
"372.12","CHR FOLLIC CONJUNCTIVIT",65535
"372.13","VERNAL CONJUNCTIVITIS",65535
"372.14","CHR ALLRG CONJUNCTIV NEC",65535
"372.15","PARASITIC CONJUNCTIVITIS",65535
"372.2","BLEPHAROCONJUNCTIVITIS*",0
"372.20","BLEPHAROCONJUNCTIVIT NOS",65535
"372.21","ANGULAR BLEPHAROCONJUNCT",65535
"372.22","CONTACT BLEPHAROCONJUNCT",65535
"372.3","CONJUNCTIVITIS NEC/NOS*",0
"372.30","CONJUNCTIVITIS NOS",65535
"372.31","ROSACEA CONJUNCTIVITIS",65535
"372.33","MUCOCUTAN DIS CONJUNCTIV",65535
"372.39","CONJUNCTIVITIS NEC",65535
"372.4","PTERYGIUM*",0
"372.40","PTERYGIUM NOS",65535
"372.41","PERIPH STATION PTERYGIUM",65535
"372.42","PERIPH PROGESS PTERYGIUM",65535
"372.43","CENTRAL PTERYGIUM",65535
"372.44","DOUBLE PTERYGIUM",65535
"372.45","RECURRENT PTERYGIUM",65535
"372.5","CONJUNCTIVA DEGENERATION",0
"372.50","CONJUNCTIVAL DEGEN NOS",65535
"372.51","PINGUECULA",65535
"372.52","PSEUDOPTERYGIUM",65535
"372.53","CONJUNCTIVAL XEROSIS",65535
"372.54","CONJUNCTIVAL CONCRETIONS",65535
"372.55","CONJUNCTIVA PIGMENTATION",65535
"372.56","CONJUNCTIVAL DEPOSITS",65535
"372.6","CONJUNCTIVAL SCARS*",0
"372.61","GRANULOMA OF CONJUNCTIVA",65535
"372.62","LOCAL CONJUNCTIVA ADHES",65535
"372.63","SYMBLEPHARON",65535
"372.64","SCARRING OF CONJUNCTIVA",65535
"372.7","CONJUNCTIVA VASC DIS*",0
"372.71","HYPEREMIA OF CONJUNCTIVA",65535
"372.72","CONJUNCTIVAL HEMORRHAGE",65535
"372.73","CONJUNCTIVAL EDEMA",65535
"372.74","CONJUNCTIVA VASC ANOMALY",65535
"372.75","CONJUNCTIVAL CYSTS",65535
"372.8","CONJUNCTIVA DISORDER NEC",0
"372.81","CONJUNCTIVOCHALASIS",65535
"372.89","CONJUNCTIVA DISORDER NEC",65535
"372.9","CONJUNCTIVA DISORDER NOS",65535
"373","INFLAMMATION OF EYELIDS*",0
"373.0","BLEPHARITIS*",0
"373.00","BLEPHARITIS NOS",65535
"373.01","ULCERATIVE BLEPHARITIS",65535
"373.02","SQUAMOUS BLEPHARITIS",65535
"373.1","HORDEOLUM*",0
"373.11","HORDEOLUM EXTERNUM",65535
"373.12","HORDEOLUM INTERNUM",65535
"373.13","ABSCESS OF EYELID",65535
"373.2","CHALAZION",65535
"373.3","NONINF DERMATOSES EYELID",0
"373.31","ECZEM DERMATITIS EYELID",65535
"373.32","CONTACT DERMATIT EYELID",65535
"373.33","XERODERMA OF EYELID",65535
"373.34","DISC LUP ERYTHEMATOS LID",65535
"373.4","INFECT DERM LID W DEFORM",65535
"373.5","INFEC DERMATITIS LID NEC",65535
"373.6","PARASITIC INFEST EYELID",65535
"373.8","INFLAMMATION EYELID NEC",65535
"373.9","INFLAMMATION EYELID NOS",65535
"374","DISORDERS OF EYELIDS NEC",0
"374.0","ENTROPION/TRICHIASIS LID",0
"374.00","ENTROPION NOS",65535
"374.01","SENILE ENTROPION",65535
"374.02","MECHANICAL ENTROPION",65535
"374.03","SPASTIC ENTROPION",65535
"374.04","CICATRICIAL ENTROPION",65535
"374.05","TRICHIASIS W/O ENTROPION",65535
"374.1","ECTROPION*",0
"374.10","ECTROPION NOS",65535
"374.11","SENILE ECTROPION",65535
"374.12","MECHANICAL ECTROPION",65535
"374.13","SPASTIC ECTROPION",65535
"374.14","CICATRICIAL ECTROPION",65535
"374.2","LAGOPHTHALMOS*",0
"374.20","LAGOPHTHALMOS NOS",65535
"374.21","PARALYTIC LAGOPHTHALMOS",65535
"374.22","MECHANICAL LAGOPHTHALMOS",65535
"374.23","CICATRICIAL LAGOPHTHALM",65535
"374.3","PTOSIS OF EYELID*",0
"374.30","PTOSIS OF EYELID NOS",65535
"374.31","PARALYTIC PTOSIS",65535
"374.32","MYOGENIC PTOSIS",65535
"374.33","MECHANICAL PTOSIS",65535
"374.34","BLEPHAROCHALASIS",65535
"374.4","OTH EYELID FUNCTION DIS*",0
"374.41","LID RETRACTION OR LAG",65535
"374.43","ABNORM INNERVATION SYND",65535
"374.44","SENSORY DISORDERS, LID",65535
"374.45","SENSORMOTR DISOR LID NEC",65535
"374.46","BLEPHAROPHIMOSIS",65535
"374.5","OTHER EYELID DEGEN DIS*",0
"374.50","DEGEN DISORDER NOS, LID",65535
"374.51","XANTHELASMA",65535
"374.52","HYPERPIGMENTATION LID",65535
"374.53","HYPOPIGMENTATION LID",65535
"374.54","HYPERTRICHOSIS OF EYELID",65535
"374.55","HYPOTRICHOSIS OF EYELID",65535
"374.56","DEGEN DIS EYELID NEC",65535
"374.8","OTHER DISORDER OF EYELID",0
"374.81","HEMORRHAGE OF EYELID",65535
"374.82","EDEMA OF EYELID",65535
"374.83","ELEPHANTIASIS OF EYELID",65535
"374.84","CYSTS OF EYELIDS",65535
"374.85","VASCULAR ANOMALY, EYELID",65535
"374.86","OLD FOREIGN BODY, EYELID",65535
"374.87","DERMATOCHALASIS",65535
"374.89","DISORDERS OF EYELID NEC",65535
"374.9","DISORDER OF EYELID NOS",65535
"375","LACRIMAL SYSTEM DISORDER",0
"375.0","DACRYOADENITIS*",0
"375.00","DACRYOADENITIS NOS",65535
"375.01","ACUTE DACRYOADENITIS",65535
"375.02","CHRONIC DACRYOADENITIS",65535
"375.03","CH ENLARGMNT LACRIM GLND",65535
"375.1","LACRIMAL GLAND DIS NEC*",0
"375.11","DACRYOPS",65535
"375.12","LACRIMAL GLAND CYST NEC",65535
"375.13","PRIMARY LACRIMAL ATROPHY",65535
"375.14","SECONDARY LACRIM ATROPHY",65535
"375.15","TEAR FILM INSUFFIC NOS",65535
"375.16","LACRIMAL GLAND DISLOCAT",65535
"375.2","EPIPHORA*",0
"375.20","EPIPHORA NOS",65535
"375.21","EPIPHORA D/T EXCESS TEAR",65535
"375.22","EPIPHORA D/T INSUF DRAIN",65535
"375.3","INFLAM LACRIM PASSGE NOS",0
"375.30","DACRYOCYSTITIS NOS",65535
"375.31","ACUTE CANALICULITIS",65535
"375.32","ACUTE DACRYOCYSTITIS",65535
"375.33","PHLEGMON DACRYOCYSTITIS",65535
"375.4","CHR INFL LACRIM PASSAGE*",0
"375.41","CHRONIC CANALICULITIS",65535
"375.42","CHRONIC DACRYOCYSTITIS",65535
"375.43","LACRIMAL MUCOCELE",65535
"375.5","LACRIMAL PASSAG STENOSIS",0
"375.51","LACRIML PUNCTUM EVERSION",65535
"375.52","LACRIML PUNCTUM STENOSIS",65535
"375.53","LACRIM CANALIC STENOSIS",65535
"375.54","LACRIMAL SAC STENOSIS",65535
"375.55","NEONATAL NASOLACRML OBST",65535
"375.56","ACQ NASOLACRML STENOSIS",65535
"375.57","DACRYOLITH",65535
"375.6","OTH CHANGE LACRIM PASSGE",0
"375.61","LACRIMAL FISTULA",65535
"375.69","LACRIM PASSGE CHANGE NEC",65535
"375.8","OTH LACRIMAL SYSTEM DIS*",0
"375.81","LACRIM PASSAGE GRANULOMA",65535
"375.89","LACRIMAL SYST DIS NEC",65535
"375.9","LACRIMAL SYST DIS NOS",65535
"376","DISORDERS OF THE ORBIT*",0
"376.0","AC INFLAMMATION, ORBIT*",0
"376.00","ACUTE INFLAM NOS, ORBIT",65535
"376.01","ORBITAL CELLULITIS",65535
"376.02","ORBITAL PERIOSTITIS",65535
"376.03","ORBITAL OSTEOMYELITIS",65535
"376.04","ORBITAL TENONITIS",65535
"376.1","CHR INFLAM DIS ORBIT*",0
"376.10","CHR INFLAM NOS, ORBIT",65535
"376.11","ORBITAL GRANULOMA",65535
"376.12","ORBITAL MYOSITIS",65535
"376.13","PARASITE INFEST, ORBIT",65535
"376.2","ENDOCRINE EXOPHTHALMOS*",0
"376.21","THYROTOXIC EXOPHTHALMOS",65535
"376.22","EXOPHTHALM OPHTHALMOPLEG",65535
"376.3","EXOPHTHALMIC COND NEC*",0
"376.30","EXOPHTHALMOS NOS",65535
"376.31","CONSTANT EXOPHTHALMOS",65535
"376.32","ORBITAL HEMORRHAGE",65535
"376.33","ORBITAL EDEMA",65535
"376.34","INTERMITTNT EXOPHTHALMOS",65535
"376.35","PULSATING EXOPHTHALMOS",65535
"376.36","LATERAL GLOBE DISPLACMNT",65535
"376.4","DEFORMITY OF ORBIT*",0
"376.40","DEFORMITY OF ORBIT NOS",65535
"376.41","HYPERTELORISM OF ORBIT",65535
"376.42","EXOSTOSIS OF ORBIT",65535
"376.43","ORBT DEFORM D/T BONE DIS",65535
"376.44","CRANIOFACIAL-ORBIT DEFOR",65535
"376.45","ATROPHY OF ORBIT",65535
"376.46","ENLARGEMENT OF ORBIT",65535
"376.47","ORBIT DEFORM D/T TRAUMA",65535
"376.5","ENOPHTHALMOS*",0
"376.50","ENOPHTHALMOS NOS",65535
"376.51","ENOPHTH D/T ORBIT ATRPHY",65535
"376.52","ENOPHTHALMOS D/T TRAUMA",65535
"376.6","OLD FOREIGN BODY, ORBIT",65535
"376.8","OTHER ORBITAL DISORDERS*",0
"376.81","ORBITAL CYSTS",65535
"376.82","EXTRAOCUL MUSCL MYOPATHY",65535
"376.89","ORBITAL DISORDERS NEC",65535
"376.9","ORBITAL DISORDER NOS",65535
"377","DISORDERS OF OPTIC NERVE",0
"377.0","PAPILLEDEMA*",0
"377.00","PAPILLEDEMA NOS",65535
"377.01","PAPILLEDEMA W INCR PRESS",65535
"377.02","PAPILLEDEMA W DECR PRESS",65535
"377.03","PAPILLEDEMA W RETINA DIS",65535
"377.04","FOSTER-KENNEDY SYNDROME",65535
"377.1","OPTIC ATROPHY*",0
"377.10","OPTIC ATROPHY NOS",65535
"377.11","PRIMARY OPTIC ATROPHY",65535
"377.12","POSTINFLAM OPTIC ATROPHY",65535
"377.13","OPTIC ATRPH W RETIN DYST",65535
"377.14","CUPPING OF OPTIC DISC",65535
"377.15","PARTIAL OPTIC ATROPHY",65535
"377.16","HEREDITARY OPTIC ATROPHY",65535
"377.2","OPTIC DISC DISORDERS NEC",0
"377.21","DRUSEN OF OPTIC DISC",65535
"377.22","CRATER-LIKE HOLE OP DISC",65535
"377.23","COLOBOMA OF OPTIC DISC",65535
"377.24","PSEUDOPAPILLEDEMA",65535
"377.3","OPTIC NEURITIS*",0
"377.30","OPTIC NEURITIS NOS",65535
"377.31","OPTIC PAPILLITIS",65535
"377.32","RETROBULBAR NEURITIS",65535
"377.33","NUTRITION OPTC NEUROPTHY",65535
"377.34","TOXIC OPTIC NEUROPATHY",65535
"377.39","OPTIC NEURITIS NEC",65535
"377.4","OTH OPTIC NERVE DISORDER",0
"377.41","ISCHEMIC OPTIC NEUROPTHY",65535
"377.42","OPTIC NERVE SHEATH HEMOR",65535
"377.43","OPTIC NERVE HYPOPLASIA",65535
"377.49","OPTIC NERVE DISORDER NEC",65535
"377.5","OPTIC CHIASM DISORDERS*",0
"377.51","OPT CHIASM W PITUIT DIS",65535
"377.52","OPT CHIASM DIS/NEOPL NEC",65535
"377.53","OPT CHIASM W VASCUL DIS",65535
"377.54","OP CHIASM DIS W INFL DIS",65535
"377.6","VISUAL PATHWAY DIS NEC*",0
"377.61","VIS PATH DIS W NEOPLASMS",65535
"377.62","VIS PATH DIS W VASC DIS",65535
"377.63","VIS PATH DIS W INFL DIS",65535
"377.7","VISUAL CORTEX DISORDERS*",0
"377.71","VIS CORTX DIS W NEOPLASM",65535
"377.72","VIS CORTX DIS W VASC DIS",65535
"377.73","VIS CORTEX DIS W INFLAM",65535
"377.75","CORTICAL BLINDNESS",65535
"377.9","OPTIC NERVE DISORDER NOS",65535
"378","STRABISMUS*",0
"378.0","ESOTROPIA*",0
"378.00","ESOTROPIA NOS",65535
"378.01","MONOCULAR ESOTROPIA",65535
"378.02","MONOC ESOTROP W A PATTRN",65535
"378.03","MONOC ESOTROP W V PATTRN",65535
"378.04","MONOC ESOTROP W X/Y PAT",65535
"378.05","ALTERNATING ESOTROPIA",65535
"378.06","ALT ESOTROPIA W A PATTRN",65535
"378.07","ALT ESOTROPIA W V PATTRN",65535
"378.08","ALT ESOTROP W X/Y PATTRN",65535
"378.1","EXOTROPIA*",0
"378.10","EXOTROPIA NOS",65535
"378.11","MONOCULAR EXOTROPIA",65535
"378.12","MONOC EXOTROP W A PATTRN",65535
"378.13","MONOC EXOTROP W V PATTRN",65535
"378.14","MONOC EXOTROP W X/Y PAT",65535
"378.15","ALTERNATING EXOTROPIA",65535
"378.16","ALT EXOTROPIA W A PATTRN",65535
"378.17","ALT EXOTROPIA W V PATTRN",65535
"378.18","ALT EXOTROP W X/Y PATTRN",65535
"378.2","INTERMITTNT HETEROTROPIA",0
"378.20","INTERMIT HETEROTROP NOS",65535
"378.21","INTERMIT MONOC ESOTROPIA",65535
"378.22","INTERMIT ALTRN ESOTROPIA",65535
"378.23","INTERMIT MONOC EXOTROPIA",65535
"378.24","INTERMIT ALTRN EXOTROPIA",65535
"378.3","HETEROTROPIA NEC/NOS*",0
"378.30","HETEROTROPIA NOS",65535
