Ingredient|DF;Route||Trade_Name|Applicant|Strength|Appl_Type|Appl_No|Product_No|TE_Code|Approval_Date|RLD|Type|Applicant_Full_Name
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WARNER CHILCOTT|10MG|A|070222|001||Sep 4, 1985|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WARNER CHILCOTT|2MG|A|070209|001||Sep 4, 1985|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WARNER CHILCOTT|5MG|A|070210|001||Sep 4, 1985|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WATSON LABS|10MG|A|070458|001||Nov 1, 1985|No|DISCN|WATSON LABORATORIES INC
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WATSON LABS|10MG|A|071136|001|AB|Feb 3, 1987|No|RX|WATSON LABORATORIES INC
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WATSON LABS|2MG|A|070456|001||Nov 1, 1985|No|DISCN|WATSON LABORATORIES INC
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WATSON LABS|2MG|A|071134|001|AB|Feb 3, 1987|No|RX|WATSON LABORATORIES INC
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WATSON LABS|5MG|A|070457|001||Nov 1, 1985|No|DISCN|WATSON LABORATORIES INC
DIAZEPAM|TABLET|ORAL|DIAZEPAM|WATSON LABS|5MG|A|071135|001|AB|Feb 3, 1987|No|RX|WATSON LABORATORIES INC
DIAZEPAM|TABLET|ORAL|Q-PAM|QUANTUM PHARMICS|10MG|A|070425|001||Dec 12, 1985|No|DISCN|QUANTUM PHARMICS LTD
DIAZEPAM|TABLET|ORAL|Q-PAM|QUANTUM PHARMICS|10MG|A|072433|001||Apr 29, 1988|No|DISCN|QUANTUM PHARMICS LTD
DIAZEPAM|TABLET|ORAL|Q-PAM|QUANTUM PHARMICS|2MG|A|070423|001||Dec 12, 1985|No|DISCN|QUANTUM PHARMICS LTD
DIAZEPAM|TABLET|ORAL|Q-PAM|QUANTUM PHARMICS|2MG|A|072431|001||Apr 29, 1988|No|DISCN|QUANTUM PHARMICS LTD
DIAZEPAM|TABLET|ORAL|Q-PAM|QUANTUM PHARMICS|5MG|A|070424|001||Dec 12, 1985|No|DISCN|QUANTUM PHARMICS LTD
DIAZEPAM|TABLET|ORAL|Q-PAM|QUANTUM PHARMICS|5MG|A|072432|001||Apr 29, 1988|No|DISCN|QUANTUM PHARMICS LTD
DIAZEPAM|TABLET|ORAL|VALIUM|ROCHE|10MG|N|013263|006|AB|Approved Prior to Jan 1, 1982|Yes|RX|HOFFMANN LA ROCHE INC
DIAZEPAM|TABLET|ORAL|VALIUM|ROCHE|2MG|N|013263|002|AB|Approved Prior to Jan 1, 1982|No|RX|HOFFMANN LA ROCHE INC
DIAZEPAM|TABLET|ORAL|VALIUM|ROCHE|5MG|N|013263|004|AB|Approved Prior to Jan 1, 1982|No|RX|HOFFMANN LA ROCHE INC
DIAZOXIDE|CAPSULE|ORAL|PROGLYCEM|TEVA GLOBAL|100MG|N|017425|002||Approved Prior to Jan 1, 1982|No|DISCN|TEVA GLOBAL RESPIRATORY RESEARCH LLC
DIAZOXIDE|CAPSULE|ORAL|PROGLYCEM|TEVA GLOBAL|50MG|N|017425|001||Approved Prior to Jan 1, 1982|No|DISCN|TEVA GLOBAL RESPIRATORY RESEARCH LLC
DIAZOXIDE|INJECTABLE|INJECTION|DIAZOXIDE|ABRAXIS PHARM|15MG/ML|A|071519|001||Aug 26, 1987|No|DISCN|ABRAXIS PHARMACEUTICAL PRODUCTS
DIAZOXIDE|INJECTABLE|INJECTION|HYPERSTAT|SCHERING|15MG/ML|N|016996|001||Approved Prior to Jan 1, 1982|No|DISCN|SCHERING CORP SUB SCHERING PLOUGH CORP
DIAZOXIDE|SUSPENSION|ORAL|PROGLYCEM|TEVA GLOBAL|50MG/ML|N|017453|001||Approved Prior to Jan 1, 1982|Yes|RX|TEVA GLOBAL RESPIRATORY RESEARCH LLC
DIBUCAINE HYDROCHLORIDE|INJECTABLE|INJECTION|HEAVY SOLUTION NUPERCAINE|NOVARTIS|2.5MG/ML|N|006203|001||Approved Prior to Jan 1, 1982|No|DISCN|NOVARTIS PHARMACEUTICALS CORP
DICHLORPHENAMIDE|TABLET|ORAL|DARANIDE|TARO|50MG **Federal Register determination that product was not discontinued or withdrawn for safety of efficacy reasons**|N|011366|001||Approved Prior to Jan 1, 1982|No|DISCN|TARO PHARMACEUTICALS USA INC
DICLOFENAC EPOLAMINE|PATCH|TOPICAL|FLECTOR|INST BIOCHEM|1.3%|N|021234|001||Jan 31, 2007|Yes|RX|INSTITUT BIOCHEMIQUE SA
DICLOFENAC POTASSIUM|CAPSULE|ORAL|ZIPSOR|XANODYNE PHARM|25MG|N|022202|001||Jun 18, 2009|Yes|RX|XANODYNE PHARMACEUTICS INC
DICLOFENAC POTASSIUM|FOR SOLUTION|ORAL|CAMBIA|KOWA PHARMS|50MG|N|022165|001||Jun 17, 2009|Yes|RX|KOWA PHARMACEUTICALS AMERICA INC
DICLOFENAC POTASSIUM|TABLET|ORAL|CATAFLAM|NOVARTIS|25MG |N|020142|001||Nov 24, 1993|No|DISCN|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC POTASSIUM|TABLET|ORAL|CATAFLAM|NOVARTIS|50MG|N|020142|002|AB|Nov 24, 1993|Yes|RX|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|APOTEX|50MG|A|076561|001|AB|Mar 18, 2004|No|RX|APOTEX INC
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|MUTUAL PHARM|50MG|A|075470|001||Feb 21, 2002|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|MYLAN|50MG|A|075463|001|AB|Jul 26, 1999|No|RX|MYLAN PHARMACEUTICALS INC
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|SANDOZ|50MG|A|075229|001|AB|Nov 20, 1998|No|RX|SANDOZ INC
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|SANDOZ|50MG|A|075582|001|AB|Feb 23, 2001|No|RX|SANDOZ INC
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|TEVA|50MG|A|075219|001|AB|Aug 6, 1998|No|RX|TEVA PHARMACEUTICALS USA INC
DICLOFENAC POTASSIUM|TABLET|ORAL|DICLOFENAC POTASSIUM|WATSON LABS|50MG|A|075152|001|AB|Nov 27, 1998|No|RX|WATSON LABORATORIES INC
DICLOFENAC SODIUM|GEL|TOPICAL|SOLARAZE|NYCOMED US|3%|N|021005|001||Oct 16, 2000|Yes|RX|NYCOMED US INC
DICLOFENAC SODIUM|GEL|TOPICAL|VOLTAREN|NOVARTIS|1%|N|022122|001||Oct 17, 2007|Yes|RX|NOVARTIS CONSUMER HEALTH INC
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|DICLOFENAC SODIUM|AKORN|0.1%|A|077845|001|AT|Apr 17, 2008|No|RX|AKORN INC
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|DICLOFENAC SODIUM|ALCON|0.1%|A|078031|001|AT|Feb 6, 2008|No|RX|ALCON INC
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|DICLOFENAC SODIUM|APOTEX INC|0.1%|A|077600|001|AT|Nov 13, 2008|No|RX|APOTEX INC RICHMOND HILL
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|DICLOFENAC SODIUM|BAUSCH AND LOMB|0.1%|A|078792|001|AT|Dec 28, 2007|No|RX|BAUSCH AND LOMB INC
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|DICLOFENAC SODIUM|FALCON PHARMS|0.1%|N|020809|001||May 4, 1998|No|DISCN|FALCON PHARMACEUTICALS LTD
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|DICLOFENAC SODIUM|NEXUS PHARMS|0.1%|A|078553|001|AT|Dec 28, 2007|No|RX|NEXUS PHARMACEUTICALS INC
DICLOFENAC SODIUM|SOLUTION/DROPS|OPHTHALMIC|VOLTAREN|NOVARTIS|0.1%|N|020037|001|AT|Mar 28, 1991|Yes|RX|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC SODIUM|SOLUTION|TOPICAL|PENNSAID|NUVO RES|1.5%|N|020947|001||Nov 4, 2009|Yes|RX|NUVO RESEARCH INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ACTAVIS ELIZABETH|50MG|A|074514|001|AB|Mar 26, 1996|No|RX|ACTAVIS ELIZABETH LLC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ACTAVIS ELIZABETH|75MG|A|074514|002|AB|Mar 26, 1996|No|RX|ACTAVIS ELIZABETH LLC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ALPHAPHARM|50MG|A|075281|002|AB|Feb 12, 2002|No|RX|ALPHAPHARM PARTY LTD
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ALPHAPHARM|75MG|A|075281|003|AB|Feb 12, 2002|No|RX|ALPHAPHARM PARTY LTD
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|CARLSBAD|25MG|A|075185|002|AB|Nov 13, 1998|No|RX|CARLSBAD TECHNOLOGY INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|CARLSBAD|50MG|A|075185|003|AB|Nov 13, 1998|No|RX|CARLSBAD TECHNOLOGY INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|CARLSBAD|75MG|A|075185|001|AB|Nov 13, 1998|No|RX|CARLSBAD TECHNOLOGY INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|NOSTRUM LABS|50MG|A|074986|001|AB|Feb 26, 1999|No|RX|NOSTRUM LABORATORIES INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|NOSTRUM LABS|75MG|A|074986|002|AB|Feb 26, 1999|No|RX|NOSTRUM LABORATORIES INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|PLIVA|50MG|A|074432|002||Jul 29, 1999|No|DISCN|PLIVA INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|PLIVA|75MG|A|074432|003||Jul 29, 1999|No|DISCN|PLIVA INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ROXANE|25MG|A|074391|001||Jun 29, 1995|No|DISCN|ROXANE LABORATORIES INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ROXANE|50MG|A|074391|002||Jun 29, 1995|No|DISCN|ROXANE LABORATORIES INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|ROXANE|75MG|A|074391|003||Jun 29, 1995|No|DISCN|ROXANE LABORATORIES INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|SANDOZ|25MG|A|074376|001|AB|Sep 28, 1995|Yes|RX|SANDOZ INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|SANDOZ|50MG|A|074376|002|AB|Sep 28, 1995|Yes|RX|SANDOZ INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|SANDOZ|75MG|A|074394|001|AB|Nov 30, 1995|No|RX|SANDOZ INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|TEVA|50MG|A|074723|001||Mar 30, 1999|No|DISCN|TEVA PHARMACEUTICALS USA INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|TEVA|75MG|A|074390|001||Aug 15, 1996|No|DISCN|TEVA PHARMACEUTICALS USA INC
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|TEVA PHARMS|25MG|A|074459|001||Jun 25, 1997|No|DISCN|TEVA PHARMACEUTICALS USA
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|TEVA PHARMS|50MG|A|074459|002||Jun 25, 1997|No|DISCN|TEVA PHARMACEUTICALS USA
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|TEVA PHARMS|75MG|A|074459|003||Jun 25, 1997|No|DISCN|TEVA PHARMACEUTICALS USA
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|DICLOFENAC SODIUM|UNIQUE PHARM LABS|75MG|A|077863|003|AB|Jun 8, 2007|No|RX|UNIQUE PHARMACEUTICAL LABORATORIES
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|VOLTAREN|NOVARTIS|25MG|N|019201|001||Jul 28, 1988|No|DISCN|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|VOLTAREN|NOVARTIS|50MG|N|019201|002||Jul 28, 1988|No|DISCN|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC SODIUM|TABLET, DELAYED RELEASE|ORAL|VOLTAREN|NOVARTIS|75MG|N|019201|003|AB|Jul 28, 1988|Yes|RX|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC SODIUM|TABLET, EXTENDED RELEASE|ORAL|DICLOFENAC SODIUM|ACTAVIS ELIZABETH|100MG|A|075910|001|AB|Jan 7, 2002|No|RX|ACTAVIS ELIZABETH LLC
DICLOFENAC SODIUM|TABLET, EXTENDED RELEASE|ORAL|DICLOFENAC SODIUM|BIOVAIL|100MG|A|075492|001|AB|Feb 11, 2000|No|RX|BIOVAIL LABORATORIES INC
DICLOFENAC SODIUM|TABLET, EXTENDED RELEASE|ORAL|DICLOFENAC SODIUM|DEXCEL LTD|100MG|A|076201|001|AB|Nov 6, 2002|No|RX|DEXCEL LTD
DICLOFENAC SODIUM|TABLET, EXTENDED RELEASE|ORAL|DICLOFENAC SODIUM|MYLAN|100MG|A|076152|001|AB|Dec 13, 2001|No|RX|MYLAN PHARMACEUTICALS INC
DICLOFENAC SODIUM|TABLET, EXTENDED RELEASE|ORAL|VOLTAREN-XR|NOVARTIS|100MG|N|020254|001|AB|Mar 8, 1996|Yes|RX|NOVARTIS PHARMACEUTICALS CORP
DICLOFENAC SODIUM,MISOPROSTOL|TABLET, DELAYED RELEASE|ORAL|ARTHROTEC|GD SEARLE LLC|50MG,0.2MG|N|020607|001||Dec 24, 1997|No|RX|GD SEARLE LLC
DICLOFENAC SODIUM,MISOPROSTOL|TABLET, DELAYED RELEASE|ORAL|ARTHROTEC|GD SEARLE LLC|75MG,0.2MG|N|020607|002||Dec 24, 1997|Yes|RX|GD SEARLE LLC
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DICLOXACILLIN SODIUM|SANDOZ|EQ 125MG BASE|A|061454|002||Approved Prior to Jan 1, 1982|No|RX|SANDOZ INC
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DICLOXACILLIN SODIUM|SANDOZ|EQ 250MG BASE|A|061454|001|AB|Approved Prior to Jan 1, 1982|No|RX|SANDOZ INC
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DICLOXACILLIN SODIUM|SANDOZ|EQ 500MG BASE|A|061454|003|AB|Approved Prior to Jan 1, 1982|Yes|RX|SANDOZ INC
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DICLOXACILLIN SODIUM|TEVA|EQ 250MG BASE|A|062286|001|AB|Jun 3, 1982|No|RX|TEVA PHARMACEUTICALS USA INC
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DICLOXACILLIN SODIUM|TEVA|EQ 500MG BASE|A|062286|002|AB|Jun 3, 1982|No|RX|TEVA PHARMACEUTICALS USA INC
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DYCILL|GLAXOSMITHKLINE|EQ 250MG BASE|A|060254|002||Approved Prior to Jan 1, 1982|No|DISCN|GLAXOSMITHKLINE
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DYCILL|GLAXOSMITHKLINE|EQ 250MG BASE|A|062238|001||Approved Prior to Jan 1, 1982|No|DISCN|GLAXOSMITHKLINE
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DYCILL|GLAXOSMITHKLINE|EQ 500MG BASE|A|060254|003||Approved Prior to Jan 1, 1982|No|DISCN|GLAXOSMITHKLINE
DICLOXACILLIN SODIUM|CAPSULE|ORAL|DYCILL|GLAXOSMITHKLINE|EQ 500MG BASE|A|062238|002||Approved Prior to Jan 1, 1982|No|DISCN|GLAXOSMITHKLINE
DICLOXACILLIN SODIUM|CAPSULE|ORAL|PATHOCIL|WYETH AYERST|EQ 250MG BASE|N|050011|002||Approved Prior to Jan 1, 1982|No|DISCN|WYETH AYERST LABORATORIES
DICLOXACILLIN SODIUM|CAPSULE|ORAL|PATHOCIL|WYETH AYERST|EQ 500MG BASE|N|050011|003||Mar 28, 1983|No|DISCN|WYETH AYERST LABORATORIES
DICLOXACILLIN SODIUM|FOR SUSPENSION|ORAL|DICLOXACILLIN SODIUM|APOTHECON|EQ 62.5MG BASE/5ML|A|061455|001||Approved Prior to Jan 1, 1982|No|DISCN|APOTHECON INC DIV BRISTOL MYERS SQUIBB
DICLOXACILLIN SODIUM|FOR SUSPENSION|ORAL|DYNAPEN|APOTHECON|EQ 62.5MG BASE/5ML|N|050337|002||Approved Prior to Jan 1, 1982|No|DISCN|APOTHECON INC DIV BRISTOL MYERS SQUIBB
DICLOXACILLIN SODIUM|FOR SUSPENSION|ORAL|PATHOCIL|WYETH AYERST|EQ 62.5MG BASE/5ML|N|050092|001||Approved Prior to Jan 1, 1982|No|DISCN|WYETH AYERST LABORATORIES
DICUMAROL|CAPSULE|ORAL|DICUMAROL|LILLY|25MG|N|005509|003||Approved Prior to Jan 1, 1982|No|DISCN|ELI LILLY AND CO
DICUMAROL|CAPSULE|ORAL|DICUMAROL|LILLY|50MG|N|005509|001||Approved Prior to Jan 1, 1982|No|DISCN|ELI LILLY AND CO
DICUMAROL|TABLET|ORAL|DICUMAROL|ABBOTT|100MG|N|005545|005||Approved Prior to Jan 1, 1982|No|DISCN|ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV
DICUMAROL|TABLET|ORAL|DICUMAROL|ABBOTT|25MG|N|005545|003||Approved Prior to Jan 1, 1982|No|DISCN|ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV
DICUMAROL|TABLET|ORAL|DICUMAROL|ABBOTT|50MG|N|005545|004||Approved Prior to Jan 1, 1982|No|DISCN|ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|BENTYL|AXCAN|10MG|N|007409|003|AB|Oct 15, 1984|Yes|RX|AXCAN PHARMA US INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|LANNETT|10MG|A|084285|001|AB|Approved Prior to Jan 1, 1982|No|RX|LANNETT CO INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|MUTUAL PHARM|10MG|A|084505|001||Oct 21, 1986|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|MYLAN|10MG|A|040319|001|AB|Sep 7, 1999|No|RX|MYLAN PHARMACEUTICALS INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|PIONEER PHARMS|10MG|A|089361|001||Jan 10, 1989|No|DISCN|PIONEER PHARMACEUTICALS INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|WATSON LABS|10MG|A|083179|001||Feb 12, 1986|No|DISCN|WATSON LABORATORIES INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|WATSON LABS|10MG|A|085082|001|AB|Jun 19, 1986|No|RX|WATSON LABORATORIES INC
DICYCLOMINE HYDROCHLORIDE|CAPSULE|ORAL|DICYCLOMINE HYDROCHLORIDE|WEST WARD|10MG|A|040204|001|AB|Feb 28, 1997|No|RX|WEST WARD PHARMACEUTICAL CORP
DICYCLOMINE HYDROCHLORIDE|INJECTABLE|INJECTION|BENTYL|AXCAN|10MG/ML|N|008370|001|AP|Oct 15, 1984|Yes|RX|AXCAN PHARMA US INC
DICYCLOMINE HYDROCHLORIDE|INJECTABLE|INJECTION|BENTYL PRESERVATIVE FREE|AXCAN|10MG/ML|N|008370|002|AP|Oct 15, 1984|Yes|RX|AXCAN PHARMA US INC
DICYCLOMINE HYDROCHLORIDE|INJECTABLE|INJECTION|DICYCLOMINE HYDROCHLORIDE|WATSON LABS|10MG/ML|A|080614|001||Feb 11, 1986|No|DISCN|WATSON LABORATORIES INC
DICYCLOMINE HYDROCHLORIDE|INJECTABLE|INJECTION|DICYCLOMINE HYDROCHLORIDE (PRESERVATIVE-FREE)|BEDFORD|10MG/ML|A|040465|001|AP|Jun 30, 2003|No|RX|BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC
DICYCLOMINE HYDROCHLORIDE|SYRUP|ORAL|BENTYL|AXCAN|10MG/5ML|N|007961|002|AA|Oct 15, 1984|Yes|RX|AXCAN PHARMA US INC
DICYCLOMINE HYDROCHLORIDE|SYRUP|ORAL|DICYCLOMINE HYDROCHLORIDE|ALPHARMA US PHARMS|10MG/5ML|A|084479|001||Approved Prior to Jan 1, 1982|No|DISCN|ALPHARMA US PHARMACEUTICALS DIVISION
DICYCLOMINE HYDROCHLORIDE|SYRUP|ORAL|DICYCLOMINE HYDROCHLORIDE|MIKART|10MG/5ML|A|040169|001|AA|Mar 24, 2005|No|RX|MIKART INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|BENTYL|AXCAN|20MG|N|007409|001|AB|Oct 15, 1984|Yes|RX|AXCAN PHARMA US INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|LANNETT|20MG|A|040230|001|AB|Feb 26, 1999|No|RX|LANNETT CO INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|MUTUAL PHARM|20MG|A|084600|001||Jul 29, 1985|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|MYLAN|20MG|A|040317|001|AB|Sep 7, 1999|No|RX|MYLAN PHARMACEUTICALS INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|PIONEER PHARMS|20MG|A|088585|001||Aug 20, 1986|No|DISCN|PIONEER PHARMACEUTICALS INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|WATSON LABS|20MG|A|084361|001||Feb 6, 1986|No|DISCN|WATSON LABORATORIES INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|WATSON LABS|20MG|A|085223|001|AB|Jul 30, 1986|No|RX|WATSON LABORATORIES INC
DICYCLOMINE HYDROCHLORIDE|TABLET|ORAL|DICYCLOMINE HYDROCHLORIDE|WEST WARD|20MG|A|040161|001|AB|Oct 1, 1996|No|RX|WEST WARD PHARMACEUTICAL CORP
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|AUROBINDO PHARMA|125MG|A|090094|001|AB|Sep 24, 2008|No|RX|AUROBINDO PHARMA LTD
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|AUROBINDO PHARMA|200MG|A|090094|002|AB|Sep 24, 2008|No|RX|AUROBINDO PHARMA LTD
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|AUROBINDO PHARMA|250MG|A|090094|003|AB|Sep 24, 2008|No|RX|AUROBINDO PHARMA LTD
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|AUROBINDO PHARMA|400MG|A|090094|004|AB|Sep 24, 2008|No|RX|AUROBINDO PHARMA LTD
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|BARR|200MG|A|077167|001|AB|Dec 3, 2004|No|RX|BARR LABORATORIES INC
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|BARR|250MG|A|077167|002|AB|Dec 3, 2004|No|RX|BARR LABORATORIES INC
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|DIDANOSINE|BARR|400MG|A|077167|003|AB|Dec 3, 2004|No|RX|BARR LABORATORIES INC
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|VIDEX EC|BRISTOL MYERS SQUIBB|125MG|N|021183|001|AB|Oct 31, 2000|No|RX|BRISTOL MYERS SQUIBB CO
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|VIDEX EC|BRISTOL MYERS SQUIBB|200MG|N|021183|002|AB|Oct 31, 2000|No|RX|BRISTOL MYERS SQUIBB CO
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|VIDEX EC|BRISTOL MYERS SQUIBB|250MG|N|021183|003|AB|Oct 31, 2000|No|RX|BRISTOL MYERS SQUIBB CO
DIDANOSINE|CAPSULE, DELAYED REL PELLETS|ORAL|VIDEX EC|BRISTOL MYERS SQUIBB|400MG|N|021183|004|AB|Oct 31, 2000|Yes|RX|BRISTOL MYERS SQUIBB CO
DIDANOSINE|FOR SOLUTION|ORAL|DIDANOSINE|AUROBINDO PHARMA|10MG/ML|A|078112|001|AA|Mar 8, 2007|No|RX|AUROBINDO PHARMA LTD
DIDANOSINE|FOR SOLUTION|ORAL|VIDEX|BRISTOL MYERS SQUIBB|100MG/PACKET|N|020155|003||Oct 9, 1991|No|DISCN|BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE
DIDANOSINE|FOR SOLUTION|ORAL|VIDEX|BRISTOL MYERS SQUIBB|10MG/ML|N|020156|001|AA|Oct 9, 1991|Yes|RX|BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE
DIDANOSINE|FOR SOLUTION|ORAL|VIDEX|BRISTOL MYERS SQUIBB|167MG/PACKET|N|020155|004||Oct 9, 1991|No|DISCN|BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE
DIDANOSINE|FOR SOLUTION|ORAL|VIDEX|BRISTOL MYERS SQUIBB|250MG/PACKET|N|020155|005||Oct 9, 1991|No|DISCN|BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE
